,User-ID,Age,Country,ISBN,Book-Rating,Avg_Rating,Total_No_Of_Users_Rated,Book-Title,Book-Author,Year-Of-Publication,Publisher
82935,113270,25.0,usa,0375412530,7,7.066666666666666,45,Back When We Were Grownups: A Novel,ANNE TYLER,2001.0,Knopf
82938,123095,36.0,usa,0375412530,7,7.066666666666666,45,Back When We Were Grownups: A Novel,ANNE TYLER,2001.0,Knopf
82941,146113,36.0,usa,0375412530,6,7.066666666666666,45,Back When We Were Grownups: A Novel,ANNE TYLER,2001.0,Knopf
82943,165183,60.0,other,0375412530,8,7.066666666666666,45,Back When We Were Grownups: A Novel,ANNE TYLER,2001.0,Knopf
82944,187145,65.0,usa,0375412530,8,7.066666666666666,45,Back When We Were Grownups: A Novel,ANNE TYLER,2001.0,Knopf
82946,223787,58.0,usa,0375412530,9,7.066666666666666,45,Back When We Were Grownups: A Novel,ANNE TYLER,2001.0,Knopf
82950,230522,52.0,usa,0375412530,8,7.066666666666666,45,Back When We Were Grownups: A Novel,ANNE TYLER,2001.0,Knopf
82952,235282,43.0,usa,0375412530,8,7.066666666666666,45,Back When We Were Grownups: A Novel,ANNE TYLER,2001.0,Knopf
82953,235935,43.0,usa,0375412530,8,7.066666666666666,45,Back When We Were Grownups: A Novel,ANNE TYLER,2001.0,Knopf
82954,239584,36.0,usa,0375412530,7,7.066666666666666,45,Back When We Were Grownups: A Novel,ANNE TYLER,2001.0,Knopf
82958,255489,36.0,usa,0375412530,6,7.066666666666666,45,Back When We Were Grownups: A Novel,ANNE TYLER,2001.0,Knopf
82959,276680,55.0,usa,0375412530,7,7.066666666666666,45,Back When We Were Grownups: A Novel,ANNE TYLER,2001.0,Knopf
82963,6563,31.0,usa,0380796104,8,6.75,12,Lucy Sullivan Is Getting Married,Marian Keyes,2000.0,Avon
82964,8245,31.0,usa,0380796104,9,6.75,12,Lucy Sullivan Is Getting Married,Marian Keyes,2000.0,Avon
82966,73923,29.0,usa,0380796104,8,6.75,12,Lucy Sullivan Is Getting Married,Marian Keyes,2000.0,Avon
82971,205980,36.0,usa,0380796104,6,6.75,12,Lucy Sullivan Is Getting Married,Marian Keyes,2000.0,Avon
82972,218121,36.0,usa,0380796104,8,6.75,12,Lucy Sullivan Is Getting Married,Marian Keyes,2000.0,Avon
82973,242083,24.0,usa,0380796104,2,6.75,12,Lucy Sullivan Is Getting Married,Marian Keyes,2000.0,Avon
82974,244420,32.0,other,0380796104,10,6.75,12,Lucy Sullivan Is Getting Married,Marian Keyes,2000.0,Avon
82975,6563,31.0,usa,0385413041,8,7.92,25,Beach Music,PAT CONROY,1995.0,Nan A. Talese
82977,31393,36.0,usa,0385413041,8,7.92,25,Beach Music,PAT CONROY,1995.0,Nan A. Talese
82983,92810,60.0,usa,0385413041,6,7.92,25,Beach Music,PAT CONROY,1995.0,Nan A. Talese
82984,113519,36.0,usa,0385413041,7,7.92,25,Beach Music,PAT CONROY,1995.0,Nan A. Talese
82996,238120,25.0,usa,0385413041,10,7.92,25,Beach Music,PAT CONROY,1995.0,Nan A. Talese
83010,6563,31.0,usa,0425155722,8,7.055555555555555,18,The Fool's Run,John Sandford,2004.0,Berkley Publishing Group
83012,38273,36.0,usa,0425155722,5,7.055555555555555,18,The Fool's Run,John Sandford,2004.0,Berkley Publishing Group
83013,56554,39.0,usa,0425155722,7,7.055555555555555,18,The Fool's Run,John Sandford,2004.0,Berkley Publishing Group
83014,61028,50.0,usa,0425155722,8,7.055555555555555,18,The Fool's Run,John Sandford,2004.0,Berkley Publishing Group
83017,114444,34.0,usa,0425155722,6,7.055555555555555,18,The Fool's Run,John Sandford,2004.0,Berkley Publishing Group
83018,163804,43.0,usa,0425155722,7,7.055555555555555,18,The Fool's Run,John Sandford,2004.0,Berkley Publishing Group
83023,250709,36.0,usa,0425155722,5,7.055555555555555,18,The Fool's Run,John Sandford,2004.0,Berkley Publishing Group
83024,261829,32.0,usa,0425155722,8,7.055555555555555,18,The Fool's Run,John Sandford,2004.0,Berkley Publishing Group
83026,274004,41.0,united kingdom,0425155722,4,7.055555555555555,18,The Fool's Run,John Sandford,2004.0,Berkley Publishing Group
83028,6563,31.0,usa,0425186326,7,7.857142857142857,7,Family Album,Patricia Kay,2002.0,Berkley Publishing Group
83030,31315,34.0,usa,0425186326,9,7.857142857142857,7,Family Album,Patricia Kay,2002.0,Berkley Publishing Group
83031,98391,52.0,usa,0425186326,8,7.857142857142857,7,Family Album,Patricia Kay,2002.0,Berkley Publishing Group
83033,150968,47.0,usa,0425186326,8,7.857142857142857,7,Family Album,Patricia Kay,2002.0,Berkley Publishing Group
83034,216012,34.0,usa,0425186326,9,7.857142857142857,7,Family Album,Patricia Kay,2002.0,Berkley Publishing Group
83035,6563,31.0,usa,0439139600,9,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83037,10560,27.0,usa,0439139600,9,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83038,11676,28.0,nan,0439139600,10,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83040,21576,31.0,usa,0439139600,9,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83049,52350,31.0,portugal,0439139600,9,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83051,55178,25.0,usa,0439139600,9,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83058,73681,27.0,portugal,0439139600,10,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83059,76223,25.0,portugal,0439139600,8,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83060,78973,29.0,portugal,0439139600,10,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83062,87938,15.0,malaysia,0439139600,8,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83064,88733,36.0,usa,0439139600,10,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83065,91184,31.0,malaysia,0439139600,6,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83068,100906,34.0,usa,0439139600,9,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83069,104636,36.0,usa,0439139600,10,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83070,105517,28.0,canada,0439139600,6,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83074,115572,23.0,usa,0439139600,10,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83082,137589,35.0,usa,0439139600,8,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83086,153662,44.0,usa,0439139600,10,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83087,153718,27.0,usa,0439139600,10,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83089,159506,28.0,usa,0439139600,9,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83094,165308,33.0,usa,0439139600,10,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83102,179734,26.0,usa,0439139600,10,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83108,196738,39.0,usa,0439139600,10,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83109,198930,21.0,usa,0439139600,10,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83115,220688,27.0,usa,0439139600,10,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83120,229741,29.0,usa,0439139600,7,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83125,238889,33.0,usa,0439139600,10,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83129,242083,24.0,usa,0439139600,9,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83133,249894,36.0,usa,0439139600,8,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83135,258534,32.0,usa,0439139600,10,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83136,260897,25.0,usa,0439139600,9,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83138,267830,36.0,usa,0439139600,9,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83139,271448,27.0,usa,0439139600,10,8.954545454545455,110,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks
83145,6563,31.0,usa,0440224594,9,7.076923076923077,39,The Return Journey,MAEVE BINCHY,1999.0,Dell
83158,112001,43.0,usa,0440224594,9,7.076923076923077,39,The Return Journey,MAEVE BINCHY,1999.0,Dell
83159,114544,35.0,usa,0440224594,6,7.076923076923077,39,The Return Journey,MAEVE BINCHY,1999.0,Dell
83164,163307,24.0,usa,0440224594,3,7.076923076923077,39,The Return Journey,MAEVE BINCHY,1999.0,Dell
83165,164323,31.0,canada,0440224594,7,7.076923076923077,39,The Return Journey,MAEVE BINCHY,1999.0,Dell
83170,208671,36.0,usa,0440224594,8,7.076923076923077,39,The Return Journey,MAEVE BINCHY,1999.0,Dell
83173,245645,36.0,usa,0440224594,10,7.076923076923077,39,The Return Journey,MAEVE BINCHY,1999.0,Dell
83174,247129,26.0,malaysia,0440224594,6,7.076923076923077,39,The Return Journey,MAEVE BINCHY,1999.0,Dell
83176,249111,33.0,canada,0440224594,8,7.076923076923077,39,The Return Journey,MAEVE BINCHY,1999.0,Dell
83177,251844,30.0,portugal,0440224594,8,7.076923076923077,39,The Return Journey,MAEVE BINCHY,1999.0,Dell
83181,265115,36.0,usa,0440224594,7,7.076923076923077,39,The Return Journey,MAEVE BINCHY,1999.0,Dell
83182,267033,36.0,usa,0440224594,7,7.076923076923077,39,The Return Journey,MAEVE BINCHY,1999.0,Dell
83184,6563,31.0,usa,0446513067,9,7.75,8,The General's Daughter,Nelson DeMille,1992.0,Warner Books
83191,251843,36.0,usa,0446513067,7,7.75,8,The General's Daughter,Nelson DeMille,1992.0,Warner Books
83192,6563,31.0,usa,0446600474,7,6.454545454545454,22,Season of the Machete,James Patterson,1995.0,Warner Books
83193,11676,28.0,nan,0446600474,8,6.454545454545454,22,Season of the Machete,James Patterson,1995.0,Warner Books
83195,19711,36.0,usa,0446600474,6,6.454545454545454,22,Season of the Machete,James Patterson,1995.0,Warner Books
83197,35836,34.0,usa,0446600474,4,6.454545454545454,22,Season of the Machete,James Patterson,1995.0,Warner Books
83198,53220,36.0,usa,0446600474,8,6.454545454545454,22,Season of the Machete,James Patterson,1995.0,Warner Books
83201,81848,35.0,usa,0446600474,3,6.454545454545454,22,Season of the Machete,James Patterson,1995.0,Warner Books
83206,189558,55.0,usa,0446600474,8,6.454545454545454,22,Season of the Machete,James Patterson,1995.0,Warner Books
83207,196077,28.0,usa,0446600474,8,6.454545454545454,22,Season of the Machete,James Patterson,1995.0,Warner Books
83209,204864,47.0,usa,0446600474,7,6.454545454545454,22,Season of the Machete,James Patterson,1995.0,Warner Books
83211,258534,32.0,usa,0446600474,7,6.454545454545454,22,Season of the Machete,James Patterson,1995.0,Warner Books
83212,273979,20.0,usa,0446600474,6,6.454545454545454,22,Season of the Machete,James Patterson,1995.0,Warner Books
83224,6563,31.0,usa,0446613266,9,7.704545454545454,44,Four Blind Mice,James Patterson,2003.0,Warner Books
83225,11676,28.0,nan,0446613266,5,7.704545454545454,44,Four Blind Mice,James Patterson,2003.0,Warner Books
83227,28177,26.0,usa,0446613266,8,7.704545454545454,44,Four Blind Mice,James Patterson,2003.0,Warner Books
83228,28634,28.0,usa,0446613266,10,7.704545454545454,44,Four Blind Mice,James Patterson,2003.0,Warner Books
83232,35859,36.0,usa,0446613266,8,7.704545454545454,44,Four Blind Mice,James Patterson,2003.0,Warner Books
83236,50895,36.0,usa,0446613266,9,7.704545454545454,44,Four Blind Mice,James Patterson,2003.0,Warner Books
83237,53220,36.0,usa,0446613266,10,7.704545454545454,44,Four Blind Mice,James Patterson,2003.0,Warner Books
83241,67840,50.0,usa,0446613266,10,7.704545454545454,44,Four Blind Mice,James Patterson,2003.0,Warner Books
83243,78973,29.0,portugal,0446613266,7,7.704545454545454,44,Four Blind Mice,James Patterson,2003.0,Warner Books
83246,95359,33.0,usa,0446613266,6,7.704545454545454,44,Four Blind Mice,James Patterson,2003.0,Warner Books
83261,214786,36.0,usa,0446613266,10,7.704545454545454,44,Four Blind Mice,James Patterson,2003.0,Warner Books
83262,217318,33.0,canada,0446613266,5,7.704545454545454,44,Four Blind Mice,James Patterson,2003.0,Warner Books
83264,223154,33.0,usa,0446613266,6,7.704545454545454,44,Four Blind Mice,James Patterson,2003.0,Warner Books
83268,6563,31.0,usa,0446675059,8,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83269,11676,28.0,nan,0446675059,8,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83271,33580,27.0,usa,0446675059,8,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83273,41455,33.0,canada,0446675059,7,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83274,44893,36.0,usa,0446675059,8,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83275,60244,47.0,usa,0446675059,8,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83279,84024,37.0,usa,0446675059,9,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83281,91113,26.0,usa,0446675059,6,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83284,110934,46.0,usa,0446675059,9,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83285,115003,43.0,usa,0446675059,8,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83287,117251,36.0,usa,0446675059,9,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83289,122793,46.0,canada,0446675059,10,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83293,136348,51.0,usa,0446675059,8,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83294,144038,49.0,usa,0446675059,8,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83299,162738,35.0,usa,0446675059,9,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83300,165183,60.0,other,0446675059,8,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83302,173415,31.0,usa,0446675059,7,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83303,181687,29.0,usa,0446675059,10,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83309,224430,36.0,usa,0446675059,9,8.04,50,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books
83318,6563,31.0,usa,0451188489,5,7.5,26,A Maiden's Grave,Jeff Deaver,1996.0,Signet Book
83319,11676,28.0,nan,0451188489,7,7.5,26,A Maiden's Grave,Jeff Deaver,1996.0,Signet Book
83321,35836,34.0,usa,0451188489,2,7.5,26,A Maiden's Grave,Jeff Deaver,1996.0,Signet Book
83322,68760,36.0,usa,0451188489,7,7.5,26,A Maiden's Grave,Jeff Deaver,1996.0,Signet Book
83328,110912,36.0,usa,0451188489,10,7.5,26,A Maiden's Grave,Jeff Deaver,1996.0,Signet Book
83333,132173,36.0,usa,0451188489,5,7.5,26,A Maiden's Grave,Jeff Deaver,1996.0,Signet Book
83335,157247,48.0,netherlands,0451188489,9,7.5,26,A Maiden's Grave,Jeff Deaver,1996.0,Signet Book
83338,206563,45.0,usa,0451188489,10,7.5,26,A Maiden's Grave,Jeff Deaver,1996.0,Signet Book
83339,225986,36.0,united kingdom,0451188489,9,7.5,26,A Maiden's Grave,Jeff Deaver,1996.0,Signet Book
83340,238120,25.0,usa,0451188489,8,7.5,26,A Maiden's Grave,Jeff Deaver,1996.0,Signet Book
83358,6563,31.0,usa,0670032379,9,8.5,34,The Secret Life of Bees,Sue Monk Kidd,2002.0,Viking Books
83359,10447,36.0,usa,0670032379,8,8.5,34,The Secret Life of Bees,Sue Monk Kidd,2002.0,Viking Books
83360,11676,28.0,nan,0670032379,8,8.5,34,The Secret Life of Bees,Sue Monk Kidd,2002.0,Viking Books
83365,23768,45.0,usa,0670032379,9,8.5,34,The Secret Life of Bees,Sue Monk Kidd,2002.0,Viking Books
83367,55187,48.0,usa,0670032379,10,8.5,34,The Secret Life of Bees,Sue Monk Kidd,2002.0,Viking Books
83370,105979,26.0,usa,0670032379,9,8.5,34,The Secret Life of Bees,Sue Monk Kidd,2002.0,Viking Books
83373,117251,36.0,usa,0670032379,7,8.5,34,The Secret Life of Bees,Sue Monk Kidd,2002.0,Viking Books
83378,165319,28.0,usa,0670032379,8,8.5,34,The Secret Life of Bees,Sue Monk Kidd,2002.0,Viking Books
83381,210485,35.0,usa,0670032379,9,8.5,34,The Secret Life of Bees,Sue Monk Kidd,2002.0,Viking Books
83383,223501,36.0,usa,0670032379,8,8.5,34,The Secret Life of Bees,Sue Monk Kidd,2002.0,Viking Books
83385,232131,36.0,usa,0670032379,10,8.5,34,The Secret Life of Bees,Sue Monk Kidd,2002.0,Viking Books
83386,236058,34.0,usa,0670032379,4,8.5,34,The Secret Life of Bees,Sue Monk Kidd,2002.0,Viking Books
83392,6563,31.0,usa,0671693816,7,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83393,11676,28.0,nan,0671693816,10,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83395,26544,37.0,usa,0671693816,9,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83396,31315,34.0,usa,0671693816,9,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83404,78783,49.0,usa,0671693816,8,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83405,78834,28.0,usa,0671693816,8,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83406,83637,57.0,usa,0671693816,5,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83410,105517,28.0,canada,0671693816,5,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83413,114368,33.0,usa,0671693816,5,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83415,123544,36.0,usa,0671693816,5,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83419,140358,36.0,usa,0671693816,5,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83423,147847,36.0,usa,0671693816,8,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83430,178667,34.0,usa,0671693816,5,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83432,185634,36.0,usa,0671693816,6,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83433,189835,36.0,usa,0671693816,5,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83434,194600,51.0,canada,0671693816,6,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83435,208019,36.0,usa,0671693816,6,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83436,210485,35.0,usa,0671693816,6,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83443,245410,28.0,usa,0671693816,8,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83445,254465,22.0,usa,0671693816,10,6.696428571428571,56,Wifey,Judy Blume,1989.0,Pocket
83448,6563,31.0,usa,0671727583,8,6.633333333333334,30,Smart Women,Judy Blume,1990.0,Pocket Books
83449,11676,28.0,nan,0671727583,6,6.633333333333334,30,Smart Women,Judy Blume,1990.0,Pocket Books
83450,28634,28.0,usa,0671727583,7,6.633333333333334,30,Smart Women,Judy Blume,1990.0,Pocket Books
83452,48025,43.0,usa,0671727583,6,6.633333333333334,30,Smart Women,Judy Blume,1990.0,Pocket Books
83455,78783,49.0,usa,0671727583,7,6.633333333333334,30,Smart Women,Judy Blume,1990.0,Pocket Books
83466,185634,36.0,usa,0671727583,7,6.633333333333334,30,Smart Women,Judy Blume,1990.0,Pocket Books
83467,189835,36.0,usa,0671727583,5,6.633333333333334,30,Smart Women,Judy Blume,1990.0,Pocket Books
83469,205735,26.0,usa,0671727583,7,6.633333333333334,30,Smart Women,Judy Blume,1990.0,Pocket Books
83474,245410,28.0,usa,0671727583,8,6.633333333333334,30,Smart Women,Judy Blume,1990.0,Pocket Books
83475,246513,23.0,usa,0671727583,5,6.633333333333334,30,Smart Women,Judy Blume,1990.0,Pocket Books
83476,254465,22.0,usa,0671727583,10,6.633333333333334,30,Smart Women,Judy Blume,1990.0,Pocket Books
83488,6563,31.0,usa,0767900383,3,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83489,8066,36.0,usa,0767900383,8,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83490,11676,28.0,nan,0767900383,8,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83491,20060,48.0,usa,0767900383,9,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83504,50225,36.0,usa,0767900383,6,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83507,60244,47.0,usa,0767900383,8,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83514,89602,36.0,usa,0767900383,9,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83518,101305,29.0,usa,0767900383,7,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83522,105979,26.0,usa,0767900383,6,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83524,124310,53.0,usa,0767900383,8,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83531,159033,46.0,usa,0767900383,8,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83534,164323,31.0,canada,0767900383,8,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83537,178199,36.0,usa,0767900383,8,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83540,183958,57.0,australia,0767900383,9,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83546,231237,36.0,usa,0767900383,10,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83547,232131,36.0,usa,0767900383,7,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83549,233711,36.0,australia,0767900383,7,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83555,252827,36.0,united kingdom,0767900383,8,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83556,261037,32.0,united kingdom,0767900383,7,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83557,265115,36.0,usa,0767900383,8,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83560,268110,36.0,usa,0767900383,8,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway
83562,6563,31.0,usa,0786881852,8,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83564,11676,28.0,nan,0786881852,6,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83566,16795,47.0,usa,0786881852,9,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83571,31315,34.0,usa,0786881852,7,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83574,38023,30.0,usa,0786881852,8,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83576,46398,37.0,usa,0786881852,7,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83583,60244,47.0,usa,0786881852,9,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83595,85426,23.0,usa,0786881852,8,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83596,85526,36.0,canada,0786881852,8,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83601,95359,33.0,usa,0786881852,5,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83606,113983,39.0,usa,0786881852,5,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83607,117384,29.0,nan,0786881852,10,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83608,119858,53.0,usa,0786881852,9,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83615,138578,38.0,usa,0786881852,9,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
